train_acc,train_loss,val_acc,val_loss
0.0172,4.5446115,0.0228,4.446455
0.0304,4.358161,0.042,4.267764
0.043536842105263165,4.2481318,0.0456,4.2236347
0.05231578947368421,4.1900625,0.07440000000000001,4.128633
0.062189473684210524,4.125197,0.07120000000000001,4.1260567
0.07469473684210527,4.0248814,0.08439999999999999,3.9456704
0.08629473684210527,3.941743,0.10080000000000001,3.830575
0.09353684210526317,3.8898723,0.09840000000000002,3.8671763
0.09960000000000001,3.8498654,0.11559999999999998,3.73636
0.10873684210526317,3.7825778,0.1168,3.7222664
0.11461052631578948,3.7519038,0.0752,4.1516447
0.12324210526315789,3.7076294,0.136,3.6055148
0.13077894736842105,3.6595955,0.10640000000000001,3.8777819
0.1351368421052632,3.629709,0.14200000000000002,3.5767047
0.14149473684210526,3.5857623,0.1612,3.4746559
0.1472421052631579,3.549693,0.1208,3.7310188
0.15326315789473682,3.5183969,0.16560000000000002,3.436504
0.1624,3.4744155,0.17480000000000004,3.3938134
0.16458947368421054,3.4565492,0.17079999999999998,3.4545672
0.17025263157894738,3.4190705,0.1928,3.3332374
0.17962105263157893,3.3798459,0.1796,3.396199
0.1834105263157895,3.3617556,0.18960000000000002,3.334021
0.18960000000000002,3.315163,0.2076,3.2347095
0.19627368421052632,3.2936811,0.1808,3.3459306
0.19858947368421057,3.2681363,0.2192,3.2063599
0.20901052631578948,3.225316,0.2296,3.1643045
0.20909473684210525,3.2224069,0.2104,3.2134857
0.2190105263157895,3.179703,0.22640000000000002,3.119274
0.2232,3.1511269,0.2144,3.2452004
0.22290526315789475,3.1410809,0.21719999999999998,3.192763
0.23,3.103975,0.2404,3.0528765
0.2337263157894737,3.0832725,0.2156,3.2414286
0.2373473684210526,3.0699723,0.2512,3.0498602
0.24477894736842104,3.036856,0.25279999999999997,3.006434
0.2519578947368421,3.0119073,0.2052,3.3346245
0.25256842105263155,2.990013,0.2652,2.9340508
0.2596842105263158,2.9609716,0.25120000000000003,3.0192368
0.26008421052631575,2.9472785,0.24799999999999997,3.0130355
0.2674526315789474,2.9113832,0.278,2.8640168
0.27058947368421055,2.8992434,0.2324,3.0856712
0.27427368421052634,2.8732176,0.2676,2.89654
0.2839578947368421,2.8350677,0.28440000000000004,2.8360567
0.2854947368421053,2.8268144,0.26680000000000004,2.9841738
0.2909263157894737,2.800868,0.28840000000000005,2.7586968
0.29814736842105266,2.7656903,0.26480000000000004,2.9499695
0.2983789473684211,2.765215,0.2924,2.8063352
0.3062526315789474,2.719047,0.314,2.7083635
0.30949473684210527,2.708103,0.2836,2.8577805
0.3069052631578947,2.7069795,0.3104,2.7010653
0.31269473684210525,2.6725292,0.31120000000000003,2.6713824
0.3142315789473684,2.6692982,0.2828,2.8239515
0.3224210526315789,2.644811,0.3148,2.6459322
0.32410526315789473,2.6198664,0.29600000000000004,2.765453
0.3254526315789474,2.6187305,0.31560000000000005,2.6822965
0.3330105263157895,2.579712,0.33799999999999997,2.5753782
0.3330105263157895,2.5719566,0.2972,2.7501936
0.3356,2.5617526,0.3312,2.5806518
0.3398947368421053,2.534129,0.32959999999999995,2.6112127
0.3439578947368421,2.5308423,0.2908,2.8303924
0.34757894736842104,2.5082417,0.34759999999999996,2.529525
0.3487368421052631,2.4908428,0.32439999999999997,2.6503305
0.3505263157894737,2.4842134,0.3432,2.557951
0.3579157894736842,2.4529054,0.35359999999999997,2.49718
0.36240000000000006,2.4442976,0.3196,2.6742542
0.3595157894736842,2.442449,0.35960000000000003,2.4968312
0.3673894736842105,2.4079497,0.3655999999999999,2.4940348
0.36347368421052634,2.419197,0.318,2.679792
0.3689894736842105,2.396636,0.366,2.4570625
0.3742105263157895,2.3792171,0.33880000000000005,2.562427
0.3744421052631579,2.3831162,0.3552,2.4925938
0.3789052631578948,2.3511293,0.37439999999999996,2.401379
0.37816842105263154,2.3517082,0.3368,2.5171595
0.3787157894736842,2.3495085,0.3616,2.4328036
0.3893473684210526,2.3091805,0.37440000000000007,2.4061155
0.3845473684210527,2.3258686,0.3288,2.6808505
0.39071578947368424,2.302648,0.3788,2.3727777
0.39187368421052626,2.283221,0.35480000000000006,2.537405
0.39223157894736843,2.2909832,0.35719999999999996,2.468087
0.39741052631578944,2.2574332,0.39,2.3393044
0.4005263157894737,2.2566082,0.33759999999999996,2.6169403
0.3993894736842105,2.2590375,0.37599999999999995,2.4070802
0.4038947368421053,2.2441208,0.3804,2.3773105
0.4035157894736842,2.2431862,0.3448,2.5730855
0.4064421052631579,2.2181897,0.39280000000000004,2.319052
0.41120000000000007,2.2024777,0.35239999999999994,2.4855258
0.40911578947368415,2.2099252,0.36840000000000006,2.3704107
0.4160210526315789,2.1868775,0.3932,2.3010974
0.41530526315789473,2.1845586,0.35719999999999996,2.5331151
0.4153263157894737,2.180348,0.3864,2.3074415
0.42178947368421055,2.1496444,0.3868,2.3236718
0.4179368421052631,2.1639977,0.3196,2.7122061
0.4256,2.1437335,0.4079999999999999,2.2433708
0.4234947368421053,2.1311753,0.39440000000000003,2.3471045
0.42393684210526317,2.141542,0.39159999999999995,2.3035855
0.42865263157894734,2.1169572,0.40480000000000005,2.2357285
0.4306315789473684,2.1118302,0.3664,2.495565
0.4311578947368421,2.1053042,0.3936,2.2685106
0.4362315789473684,2.0912685,0.39320000000000005,2.254834
0.43618947368421057,2.0883763,0.37000000000000005,2.3956988
0.4345473684210526,2.0792878,0.4092,2.222959
