train_acc,train_loss,val_acc,val_loss
0.009600000000000001,4.609349,0.0104,4.607242
0.009326315789473684,4.6068563,0.0092,4.606588
0.009747368421052631,4.606221,0.0084,4.606326
0.009621052631578947,4.6059957,0.0076,4.6067405
0.009873684210526314,4.605887,0.0076,4.6068487
0.009136842105263157,4.605854,0.008,4.6074386
0.009536842105263158,4.605796,0.007200000000000001,4.6064863
0.009600000000000001,4.6057415,0.0072,4.6065044
0.00936842105263158,4.6058245,0.0076,4.606772
0.009094736842105263,4.6057224,0.007600000000000001,4.6064925
0.009094736842105263,4.605707,0.007200000000000001,4.606754
0.01,4.605685,0.007200000000000001,4.6068745
0.01031578947368421,4.6056886,0.0072,4.6068006
0.009557894736842105,4.6057677,0.0072,4.607017
0.010400000000000001,4.6056013,0.0064,4.6071053
0.010189473684210526,4.605697,0.0064,4.6069264
0.009978947368421053,4.6056447,0.006400000000000001,4.6068482
0.009452631578947369,4.605586,0.0064,4.607062
0.00934736842105263,4.605722,0.008,4.607042
0.010231578947368421,4.6056175,0.0072,4.6071424
0.009368421052631578,4.6057167,0.0076,4.606958
0.009242105263157894,4.605704,0.0096,4.606935
0.009705263157894736,4.6055264,0.0084,4.6068273
0.009242105263157895,4.6056495,0.0076,4.607077
0.009810526315789474,4.605616,0.008,4.6067405
0.009452631578947369,4.6055913,0.0068,4.606955
0.008505263157894736,4.605668,0.009600000000000001,4.606329
0.00997894736842105,4.6056004,0.011200000000000002,4.606685
0.009305263157894737,4.605627,0.0096,4.6068397
0.009242105263157895,4.605667,0.0072,4.6067495
0.009347368421052632,4.605596,0.012,4.607093
0.010084210526315788,4.6057553,0.012000000000000002,4.606708
0.009136842105263157,4.6055756,0.0072,4.606738
0.009642105263157895,4.60558,0.007200000000000001,4.606786
0.010042105263157894,4.605631,0.0072,4.6072035
0.009494736842105262,4.6055036,0.007200000000000001,4.6071825
0.009621052631578949,4.6055417,0.0072,4.6072927
0.009515789473684212,4.6055717,0.0072,4.6073046
0.00928421052631579,4.605542,0.0072,4.607257
0.009873684210526316,4.6055837,0.0072,4.607237
0.009410526315789473,4.605562,0.0072,4.607224
0.009852631578947368,4.6055613,0.0064,4.6071043
0.008968421052631579,4.6056027,0.008,4.6071653
0.009263157894736843,4.6055036,0.0076,4.607364
0.009389473684210526,4.6055737,0.008,4.607106
0.010084210526315788,4.6055264,0.006400000000000001,4.606942
0.009957894736842107,4.6055017,0.0064,4.607002
0.009389473684210524,4.6055756,0.0064,4.6068435
0.009242105263157894,4.605487,0.008,4.607073
0.009242105263157895,4.6054997,0.008,4.606887
0.009368421052631578,4.6055007,0.008400000000000001,4.606809
0.010378947368421052,4.6054564,0.008,4.606946
0.009536842105263158,4.6054893,0.0064,4.6067085
0.009452631578947369,4.605527,0.01,4.6066093
0.008757894736842105,4.6054573,0.009600000000000001,4.606596
0.00951578947368421,4.605544,0.008,4.6064796
0.009873684210526316,4.60555,0.0064,4.606875
0.008715789473684211,4.605464,0.0096,4.607286
0.009747368421052633,4.6055245,0.0076,4.6073713
0.010126315789473685,4.6054535,0.0076,4.607443
0.009684210526315788,4.6054616,0.0088,4.607215
0.010168421052631578,4.605498,0.007200000000000001,4.6070747
0.009936842105263159,4.6054726,0.0072,4.607105
0.009621052631578949,4.6055026,0.007200000000000001,4.6069665
0.009494736842105262,4.6054926,0.0084,4.607084
0.009768421052631579,4.6054554,0.009600000000000001,4.6069994
0.009726315789473684,4.605547,0.0076,4.6071835
0.00922105263157895,4.6054807,0.0084,4.6070576
0.008968421052631579,4.605514,0.0076,4.606966
0.00985263157894737,4.60549,0.006400000000000001,4.607005
0.009705263157894738,4.6054254,0.0084,4.607116
0.009410526315789473,4.605477,0.0072,4.607053
0.009452631578947369,4.6054482,0.0076,4.607101
0.010042105263157896,4.6054254,0.0076,4.607134
0.009915789473684213,4.605463,0.0088,4.6071777
0.009305263157894738,4.6054273,0.0076,4.607226
0.00985263157894737,4.605458,0.0076,4.6071873
0.009789473684210527,4.6054535,0.008400000000000001,4.6070857
0.010084210526315791,4.6054163,0.008,4.606947
0.009410526315789475,4.6054683,0.008,4.6070247
0.009894736842105263,4.6054416,0.008,4.6071367
0.010105263157894739,4.6054564,0.007200000000000001,4.6071672
0.009136842105263157,4.605522,0.0072,4.606785
0.00983157894736842,4.605402,0.0104,4.6066723
0.009452631578947369,4.605467,0.0104,4.6069083
0.009936842105263159,4.6054697,0.0104,4.606848
0.009178947368421054,4.6054153,0.0076,4.60697
0.009242105263157895,4.6054645,0.0076,4.6069765
0.009578947368421055,4.60543,0.0092,4.607043
0.009600000000000001,4.605437,0.0068000000000000005,4.607139
0.008905263157894737,4.6054583,0.008,4.606969
0.009978947368421053,4.6054235,0.009600000000000001,4.606988
0.00991578947368421,4.605454,0.007200000000000001,4.606953
0.010063157894736843,4.6054378,0.0072,4.6067047
0.009873684210526314,4.6053877,0.0076,4.606553
0.010105263157894739,4.6054893,0.006400000000000001,4.606726
0.009326315789473684,4.605447,0.006400000000000001,4.6069202
0.009936842105263157,4.6054564,0.008,4.60694
0.009873684210526316,4.605468,0.0064,4.606863
0.009410526315789473,4.6054077,0.0064,4.607223
