train_acc,train_loss,val_acc,val_loss
0.01688421052631579,4.491771,0.0296,4.2880383
0.03951578947368422,4.2339096,0.062,4.0587215
0.04176842105263159,4.24826,0.047200000000000006,4.20182
0.05810526315789474,4.088968,0.07840000000000001,3.9578104
0.07122105263157895,3.9893622,0.08439999999999999,3.913598
0.08362105263157894,3.915952,0.0924,3.876695
0.09016842105263159,3.9239998,0.0916,3.888447
0.09263157894736843,3.8843603,0.09480000000000001,3.860863
0.10635789473684212,3.797139,0.1252,3.696553
0.12237894736842107,3.708327,0.1352,3.6134763
0.12846315789473686,3.6728213,0.12279999999999999,3.707841
0.14029473684210528,3.6078243,0.158,3.4865932
0.15033684210526316,3.5546012,0.1592,3.4788067
0.15307368421052633,3.5246222,0.1512,3.4806156
0.16393684210526316,3.4685118,0.18360000000000004,3.3425062
0.16886315789473685,3.4441237,0.1648,3.4030828
0.1790315789473684,3.388509,0.19879999999999998,3.2636483
0.18286315789473687,3.376558,0.1924,3.2634568
0.1876421052631579,3.3259628,0.1884,3.295885
0.19766315789473685,3.2680268,0.2212,3.12885
0.2060842105263158,3.2278767,0.17720000000000002,3.3469696
0.21006315789473684,3.1983905,0.21280000000000002,3.223646
0.22330526315789476,3.1406467,0.24439999999999998,3.0348525
0.2313894736842105,3.0987058,0.21360000000000004,3.1580386
0.23290526315789475,3.070232,0.2612,2.9532087
0.2463157894736842,3.0094326,0.2584,2.9310925
0.24968421052631584,3.002762,0.21959999999999996,3.2339923
0.23686315789473686,3.3925848,0.2728,2.8540537
0.26831578947368423,2.903664,0.2752,2.910672
0.27252631578947367,2.881731,0.2784,2.9374344
0.27896842105263153,2.8428988,0.28479999999999994,2.7654052
0.2840842105263158,2.8218334,0.2792,2.832632
0.28738947368421053,2.8014379,0.3012,2.7303002
0.2925684210526316,2.7784417,0.2984,2.7260604
0.2947578947368421,2.769051,0.2612,2.8947394
0.29915789473684207,2.7386389,0.3132,2.6697233
0.30336842105263156,2.7158365,0.29120000000000007,2.8569236
0.30389473684210533,2.7254148,0.3004,2.74216
0.3073263157894737,2.7054033,0.31839999999999996,2.615315
0.30957894736842106,2.6860747,0.2656,2.893572
0.3172631578947368,2.6575823,0.3056,2.673232
0.3173684210526316,2.6573894,0.3176,2.6148322
0.3230315789473684,2.6298153,0.2944,2.718317
0.32741052631578943,2.6121097,0.33879999999999993,2.52412
0.3350315789473684,2.5706933,0.31999999999999995,2.68705
0.3341894736842105,2.5857348,0.33880000000000005,2.5988069
0.34170526315789473,2.5372124,0.3459999999999999,2.4920664
0.3433052631578947,2.5350006,0.31639999999999996,2.606806
0.3451157894736842,2.5269475,0.32799999999999996,2.5764954
0.35113684210526314,2.4995606,0.3532,2.4700084
0.35195789473684214,2.485172,0.30400000000000005,2.7076025
0.3564631578947368,2.479932,0.36879999999999996,2.4294662
0.35766315789473696,2.4569066,0.32559999999999995,2.577941
0.35951578947368423,2.4563348,0.3108,2.8029816
0.36439999999999995,2.4291453,0.36719999999999997,2.386604
0.3583789473684211,2.4605665,0.34040000000000004,2.581578
0.3496842105263157,2.501614,0.35840000000000005,2.4597528
0.36858947368421047,2.40837,0.37160000000000004,2.3779438
0.37292631578947366,2.3941607,0.3304000000000001,2.5851352
0.37538947368421055,2.3693802,0.38559999999999994,2.3556583
0.37955789473684215,2.3575385,0.3224,2.6848524
0.3784842105263158,2.351909,0.3576,2.457157
0.38614736842105263,2.3316104,0.3924,2.3099267
0.3855368421052631,2.3292406,0.3404,2.5017443
0.38307368421052634,2.3303885,0.3912,2.3255625
0.3946736842105264,2.2847056,0.37920000000000004,2.3263197
0.3912421052631579,2.2919238,0.36599999999999994,2.47636
0.39797894736842104,2.264456,0.4116,2.244561
0.39486315789473686,2.261853,0.3932,2.3661
0.4016421052631579,2.2540977,0.3892,2.3379328
0.4058736842105264,2.2239275,0.40159999999999996,2.23808
0.40778947368421053,2.235568,0.3344,2.589411
0.40837894736842106,2.2244763,0.3856,2.281382
0.4162947368421053,2.1882446,0.39440000000000003,2.3139114
0.41071578947368415,2.201267,0.35120000000000007,2.5342937
0.4172,2.1840284,0.41600000000000004,2.1887674
0.418378947368421,2.1691682,0.37440000000000007,2.3669815
0.4170947368421053,2.1778343,0.36199999999999993,2.3581932
0.4242526315789474,2.1434774,0.4252,2.1536992
0.42202105263157896,2.1466649,0.35120000000000007,2.5283425
0.4275157894736842,2.1382284,0.4072,2.2084627
0.4293263157894737,2.1265552,0.4168,2.1959603
0.4304631578947369,2.1249094,0.3772,2.3336153
0.43115789473684213,2.1135354,0.42719999999999997,2.1390665
0.43667368421052627,2.0889566,0.3924,2.341582
0.43239999999999995,2.1046402,0.39160000000000006,2.3457062
0.4407578947368421,2.0658429,0.4295999999999999,2.1098363
0.4396,2.072744,0.36160000000000003,2.5007083
0.43936842105263163,2.063115,0.4252,2.121134
0.4482526315789474,2.0333154,0.42199999999999993,2.1677816
0.44503157894736844,2.0512087,0.38280000000000003,2.3452952
0.4500842105263158,2.028672,0.4379999999999999,2.091911
0.45360000000000006,2.0124178,0.38520000000000004,2.3237696
0.4442947368421053,2.049808,0.4236000000000001,2.1681113
0.4549263157894737,2.0060694,0.4467999999999999,2.0642204
0.4477894736842105,2.0445642,0.322,2.8226953
0.4504631578947369,2.0323474,0.43400000000000005,2.102503
0.46111578947368426,1.9798473,0.4324,2.067999
0.45663157894736844,1.9903816,0.4,2.2951503
0.45953684210526324,1.9758404,0.45280000000000004,2.0261915
